o1	o2	o3	o4	o5	agegroup	training	noise
5.44453115164	6.5348991869	8.07390117772	9.16857526725	9.90762973165	0	1	0
4.76360315045	4.69755779204	5.23562621444	5.20888355659	5.47984494139	0	1	1
4.69076514209	5.32895755839	4.88970620062	4.86096289786	4.39280974595	0	1	1
5.694299236	5.42229032549	5.44761096116	5.44746074115	5.5666030843	0	1	0
4.94566150406	4.3311167019	2.92252160262	1.16863807115	0.668628045075	0	1	0
5.31256815093	6.00502917715	5.85893196051	6.44349439981	7.26922171323	0	1	0
5.08420693281	6.97901616033	8.49426877723	10.6202504926	12.2180248978	0	1	0
4.84888813432	3.37514494232	1.56982982722	0.180677701424	-1.32136755545	0	1	0
4.30027353896	4.55001016444	4.82896472109	5.35650453479	5.15367564869	0	1	1
4.60238023197	5.39289811976	6.01027257322	7.11400402758	7.63011854331	0	1	1
5.61809862505	5.84094057364	7.29182692548	7.7673859894	9.37210860368	0	1	1
5.29757154454	4.81548110407	4.00556558962	4.0468489033	3.06036101374	0	1	1
5.30611778525	4.75577558571	4.45416108937	3.83915108254	4.12763562831	0	1	0
5.17138499086	4.44031532697	4.15392381828	3.67862511436	3.09486053431	0	1	1
5.33580455379	5.36625112133	5.203803847	4.38045252942	5.08154612971	0	1	1
5.34270400019	4.42597804712	4.22693661563	3.88922291376	3.20905299075	0	1	1
5.01576732638	3.83541588201	2.12272063593	0.644725708715	-1.49788322896	0	1	0
5.08848554002	4.99413959236	4.80568996414	4.15429437855	4.12476965208	0	0	0
4.8048870154	4.03533617408	3.11719795536	2.25816198827	1.38650733689	0	0	0
5.06120351131	4.74579498031	5.06330698341	4.95633480432	4.04704977152	0	0	0
4.67947825591	4.75509519768	4.70067388968	5.19536739208	5.09029983113	0	0	0
4.97924431324	4.79790699131	4.53492505434	3.81183348949	4.03811728446	0	0	0
4.72751992069	3.78996353925	3.42705080623	2.20186746736	1.48106803265	0	0	0
4.78871265899	5.04372374045	4.78301616813	4.70608266067	4.93184727576	0	0	0
4.34916117223	4.9366571159	4.77432794951	5.29539951962	4.9025466256	0	0	1
5.76316328655	6.19601044563	7.09070842049	7.67120404443	8.4262525963	0	0	1
4.93561033934	5.03394460849	5.12553551614	4.88745775072	4.81660599635	0	0	1
5.42590619983	5.59015162075	6.35294385662	6.69926325325	7.44255850657	0	0	1
4.8333464661	4.85522866329	4.58048404199	3.44623995237	3.05320253562	0	0	1
5.59187976722	3.93828596265	2.16383154327	0.824996387053	-0.666241621446	0	0	0
4.84672322437	3.7916209322	2.29052927678	1.01183375975	0.321327479291	0	0	1
5.4169272773	5.39799452827	5.80758361784	5.35568013084	5.68092970709	0	0	1
4.73653366081	4.67218986069	4.06909228703	4.08172131886	3.16010021515	0	0	1
5.08087013416	5.57760523509	6.38934336993	7.69168165486	7.92556706697	0	0	1
5.09279148943	4.74945131253	3.83677838516	3.92537520975	2.81114706509	0	0	0
4.22626795453	4.43020217471	3.64643653064	3.23908720559	2.70327164224	0	0	1
4.92192143626	5.39325613681	5.37455286291	5.93604770419	6.24122591197	0	0	0
5.32076883696	5.62056502387	5.83819902576	5.91492966381	6.23325127814	0	0	0
5.19903209867	5.12554391069	5.1696171126	5.70624358998	5.3036950137	0	0	1
4.73397234226	4.64124780915	3.64572301622	2.44698954131	2.21925992108	0	0	1
5.25811250098	4.70372565302	3.35324600301	2.66592585158	1.42209405808	0	0	0
5.59876273401	5.32776398651	5.72981381996	5.55938098537	6.14362256223	0	0	1
4.56297855637	5.47470732813	5.44596973125	5.85427885529	6.06182712509	0	0	1
5.69763677582	4.3398458402	2.89897746722	1.34391654791	0.329134503057	0	0	1
5.44613240557	5.15757376088	5.21171502116	5.55473048597	5.46362873795	0	0	0
4.94422714011	4.29621904162	4.06428804333	3.57183310835	2.70612319527	0	0	0
5.32405044186	4.72500703043	5.38546836791	5.35525319333	4.96743554226	0	0	0
5.14499242101	4.55118145617	4.28473970844	3.85100119659	3.70697234066	0	0	0
4.96133435543	5.56578458302	6.40255596866	6.96686263137	7.3329685555	0	0	1
4.95360301187	5.66739717069	5.74747802451	5.46110843698	6.1214152651	0	0	0
4.83521280599	5.66981305645	6.31399702755	6.36262916233	7.03851729732	0	0	1
5.31931693746	4.46569575175	4.1970695394	2.49040645021	2.04888132589	0	0	1
5.04430092097	4.30693290002	3.52611526697	2.73059867417	1.78433478765	0	0	0
5.24905529074	4.02669398169	3.65971549405	2.64853090873	2.54706432343	0	0	0
5.07038734804	4.81205911566	4.62541248259	4.93656126055	4.77254644284	0	0	1
5.99059177701	4.87427991572	4.61034954216	3.91896845288	3.62371804683	0	0	0
5.62976732436	4.62251690415	3.92411736158	3.13142606745	2.59348500441	0	0	0
4.83240875147	4.02484972421	3.24549528695	2.53628568396	1.64674041802	0	0	0
4.29806963169	4.8422426837	5.16653964076	5.87660772864	6.17863441093	0	0	0
5.06010296006	4.79568973288	4.97865388982	5.37662242485	5.60639727377	0	0	1
5.41886499158	5.1825246516	4.99188934108	4.80509570667	4.9113724275	0	0	0
5.32057699921	5.58495645845	5.4849103069	5.43593569082	5.55319279394	0	0	1
4.62589086542	4.47237184748	3.87538671007	3.58081052936	3.14949324252	0	0	1
4.68370752638	4.98131315402	4.85968753659	5.38597438747	5.17826516074	0	0	1
5.49539243697	4.37462006271	4.14723881529	3.3834823745	2.98672804053	0	0	1
4.86012027784	4.53084722301	4.13179088673	4.03229528005	4.13843730254	0	0	0
4.84793012811	4.11964279621	3.77399436743	2.98033205934	2.69714125401	0	0	1
4.94603974369	5.04077022901	5.89073884373	6.05392762659	6.80629206127	0	0	0
5.27754706748	3.9794118708	4.02928723309	3.73601466387	3.00313596052	0	0	0
5.74442999884	4.02428458861	3.71932145278	2.67727288319	1.47768790122	0	0	0
5.40950088852	7.427360266	8.79948601968	10.3910250783	12.2095041605	0	0	1
4.59046879861	4.02562530515	3.03400296091	2.84246977228	2.27612797072	0	0	0
4.82641466419	4.89399079714	4.7299228759	4.55266087599	4.73116217894	0	0	0
5.40590569524	4.85349528088	5.152028471	5.01076774939	4.57731715019	0	0	0
4.48021157988	3.7297187824	3.12042228028	1.86712052982	0.991348019721	0	0	0
4.66298301804	4.52634541111	3.6136535893	3.35512251053	2.5634000492	0	0	0
5.27631870694	5.08376619674	5.24636976947	5.20352174708	4.99419772794	0	0	1
5.59543626803	4.67347431543	4.39727205945	3.70059299625	3.26493816764	0	0	1
4.02854818254	4.17788855808	4.82182229084	4.48025889687	5.17230528548	0	0	0
4.98551002825	4.62680257481	4.4856724848	4.38388589811	3.79804498152	0	0	1
5.4079195916	4.81180549956	5.20706795638	5.53888597729	5.87978428695	0	0	0
5.26838510266	4.75886172956	4.3724161019	3.58055306035	3.04041104291	0	0	0
5.23256746731	6.05795192521	6.57347266861	7.47928148937	8.95679654853	0	0	0
5.18891285058	3.9211176358	2.75886434598	1.42919593054	0.239678523691	0	0	0
5.44207407675	6.22950273759	6.95671291152	8.20631460024	9.3134312254	0	0	0
4.91737170124	3.97608928684	3.515539975	3.31801358303	2.72846375216	0	0	1
4.22686961699	3.45209979073	2.80151087784	2.43442447366	1.48170962495	0	0	0
5.32745833728	4.99638110491	5.73010395198	6.54174426527	6.63125038799	0	0	0
4.85280964887	5.57162976617	5.10027841089	5.94448400228	6.27783040161	0	0	0
4.60165342244	5.74832673113	5.99427983505	6.70527113566	7.44210006973	0	0	0
5.18233219567	6.16707608535	7.4288230387	8.56307873712	10.2419620916	0	0	1
4.34707548537	4.85212409592	5.62562797654	6.08065026661	6.50526254312	0	0	0
4.68131360165	5.41345705403	6.71438801525	7.24505089022	8.13989745804	0	0	0
5.20032245695	5.31372561882	5.30497787619	5.68296703262	6.08013016766	0	0	1
4.75123418388	4.61472947734	5.26884220311	4.93163929764	5.31716681754	0	0	1
5.05468888915	5.67935796797	7.12946178677	7.59194186256	8.17973578602	0	0	0
4.95968331923	4.31840385403	3.40543743271	2.68467060762	1.80684720803	0	0	1
6.00145358935	4.22751036044	3.06467150147	2.5242771295	1.44674872061	0	0	1
5.4975300799	5.21219171239	5.66374458386	5.48640636576	5.98099469496	0	0	0
4.98536446817	4.94675833177	4.79048736196	4.84375834051	4.86089593997	0	0	0
5.62924651264	5.78282642361	5.4582739239	5.55624470703	5.56718261714	0	0	0
4.83089087409	5.26894432123	5.45399501197	5.53575507374	6.27845673216	0	0	1
5.29485344648	5.75105544734	5.47938278758	6.10057097523	6.11790277276	0	0	1
5.15779680683	4.41601031488	3.88614477993	3.40662453875	2.40073826417	0	0	1
5.23255074671	5.23912900549	4.58734639774	4.33617759983	3.9400511234	0	0	1
4.92156879812	4.50524930505	3.25244666678	2.14708417436	1.42726770031	0	0	1
5.12358658496	5.00985313101	4.69104236632	4.74101579199	3.85626518917	0	0	1
4.73547967964	4.76722002808	4.285505866	4.29854603824	3.81652089226	0	0	0
4.82694753889	3.27273593405	1.21423791381	-0.662187573615	-2.52773406779	0	0	1
5.00661265382	4.98090185348	4.84362428116	5.24576161198	4.7091660079	0	0	0
4.78631406316	5.13239220019	5.29236974121	5.81919913732	6.33105268398	0	0	1
4.76795113526	5.32431602598	6.32519032332	6.63389874174	8.02250361817	0	0	1
4.51493971313	5.18450487432	5.50255441272	5.65652183839	5.49024409629	0	0	1
4.6928475905	5.2110480139	4.97350621154	5.19827657687	5.56016752584	0	0	1
5.35075585032	5.26512492226	6.01710633496	6.14616042395	6.96252778873	0	0	0
4.99035582077	4.65341296804	4.69858817429	3.59088847212	3.64153665105	0	0	1
4.94319177236	4.64821458153	4.28564608063	3.72049635861	3.77390473595	0	0	0
2.56249517162	1.87124094011	0.633595051635	-0.615295514053	-1.20290190808	1	1	0
1.53191835569	0.499793157126	-1.67484388661	-3.37840837129	-5.43840181571	1	1	0
1.6671467703	2.13382274794	2.42412725553	2.53363499236	2.85194817005	1	1	1
1.2072633134	0.359826549093	-0.168386845026	-1.61276783221	-2.08773367846	1	1	0
1.49676521383	0.634943298658	1.44339580932	1.28370069412	0.695376983431	1	1	1
1.81200673707	1.59132278657	0.551908034599	0.049490458203	-0.972217488001	1	1	1
1.65396173565	0.644913206028	-0.292336452931	-1.16123283115	-1.70389141924	1	1	1
2.1590686531	2.02380638076	1.97956457772	1.63820294076	1.44325959671	1	1	1
2.03784256168	3.02043008171	3.30075893186	4.23485361307	5.45223659897	1	1	0
2.19892303774	2.24233520328	2.09886119117	1.84277020554	2.40267104773	1	1	0
1.78453835654	0.686788831368	-0.679256672102	-1.31026860247	-2.52245219668	1	1	0
1.81617411502	1.79289519756	0.861737713572	0.888513926225	0.498241913289	1	1	1
1.88091232033	2.07827864642	2.3399800149	2.16647609727	2.00238824877	1	1	0
2.06179529517	0.942451027605	0.260345662405	-0.825988911144	-1.76405602992	1	1	0
1.57552445681	-0.383636453586	-1.67294723934	-3.28343314021	-5.82684288011	1	1	0
2.40219949023	2.52842978318	2.65073490868	3.58342507336	3.56475607127	1	1	1
2.13574993468	2.30227442583	3.00721709384	3.14307473923	3.41516619321	1	1	1
1.70765083159	2.0592643242	2.09225128688	2.73265145935	3.0757047058	1	1	1
2.38016800787	2.15662808393	1.64751112136	0.913441421454	0.956237926906	1	1	0
2.50184186605	2.6913091392	2.78528267487	3.40105326222	3.82925996935	1	1	0
1.90210033936	1.6023830832	1.5582204852	1.25536030481	0.775775342625	1	1	1
1.20057149047	1.42216825335	1.22731044012	0.618344425818	0.188995711811	1	1	0
2.3729399776	2.56724961756	1.42931847262	0.933583365311	0.882807529539	1	1	1
1.72149236425	0.377213817936	-0.977953977265	-2.20128152199	-3.33749074136	1	1	0
1.81469901198	2.45593070368	2.84995630307	3.80917286314	4.35546698574	1	1	0
2.30042621509	3.04551970212	4.54539489092	6.18798315438	7.46645891919	1	1	0
2.14399482079	2.15346229062	1.20994215096	0.71530754396	0.695282966453	1	1	1
2.23090094212	1.43623854249	0.815366221072	0.0255691523737	-0.679633516357	1	1	1
2.16764364296	1.19219154788	-0.641364445472	-1.22524961532	-2.05206199378	1	1	0
1.6556451974	0.378703637332	-0.960149052027	-2.43450822664	-3.91856619843	1	1	1
2.02883280795	2.00685612011	1.4507811223	0.441550251385	0.276357586438	1	1	1
1.22573343964	1.03507774055	0.767399199321	0.382997767145	0.0840955685753	1	1	1
1.69887045422	1.09861041486	0.247262259927	0.0460149101211	-0.45314652315	1	1	1
1.63400385367	1.68883736649	1.54985263938	1.01369107819	1.24848854154	1	1	1
2.21306636188	2.61995149438	3.2673413004	3.20630050615	3.60314077675	1	1	1
2.57615523868	1.19389884372	0.167162473649	-0.827728817016	-1.03772237725	1	1	1
2.49537650094	2.59881387643	3.19895293486	2.89165791479	3.00972493404	1	1	1
2.00744860162	3.0195979072	2.96268000309	3.12299945441	3.68948820968	1	1	0
2.07220643873	2.65377134399	4.78717520035	5.10515809527	5.82076252968	1	1	0
2.23328732121	1.61261831953	1.02575945829	0.612221585889	-0.0375208520103	1	1	0
1.67340314411	-0.37687336162	-1.9815488776	-3.26811519827	-5.50003662025	1	1	0
1.99311557178	1.63638904045	2.12826789042	1.74623028996	2.07143568308	1	1	0
2.08536546802	0.501688441664	-1.19371956038	-2.44572791668	-4.50377633263	1	1	1
1.0262576442	1.05308875706	1.51010947033	1.50041384801	1.64507943874	1	1	0
1.01862129028	0.602791816421	-0.773885519655	-1.27944809698	-2.02436938604	1	1	0
2.32077599298	1.75781123193	0.471250503948	0.244391830354	-0.703925350983	1	1	1
1.84628023151	2.03127370611	1.5472360144	1.05580175348	0.763651750769	1	1	1
1.87629953173	1.42216387647	1.21127070277	1.20354298713	0.223602846369	1	1	1
2.06573555806	2.71766843475	3.57214137139	4.85491172217	5.58307101622	1	1	0
2.06051590526	0.949989778356	0.320817161669	-0.620872531923	-0.978473264933	1	1	1
2.51968434189	1.76590175113	1.24885934478	1.21562293261	0.290887803556	1	1	1
2.40952143081	2.42384548714	2.4380798799	2.82436002701	2.55651917972	1	1	0
2.26490427881	0.954180648171	0.570366772265	-0.0707780093797	-0.792569578937	1	1	1
2.1044082542	2.48842774125	2.716803676	2.98770324957	2.6471571077	1	1	1
1.93824154721	1.59754531671	0.225074316002	-0.762394892857	-1.91644364111	1	1	0
2.02974402433	-0.266107674956	-1.26153272009	-3.44343950131	-5.28053262721	1	1	1
1.9599188605	1.40170827766	0.598144822732	0.302277011486	-0.0416630698416	1	1	0
1.88675506561	3.49036109193	4.38636401182	5.9163703262	7.16787016795	1	1	1
2.54020501528	1.64447431614	0.284439252588	-0.871579186748	-2.39829119669	1	1	1
1.88017173008	0.367855472562	-1.50214093501	-2.58449864446	-4.43856730245	1	1	1
2.51293703903	0.296656000639	-1.31810569348	-3.48729000093	-5.58774308646	1	1	1
1.41708429245	-0.273662365021	-2.27259981544	-4.08224576887	-6.142914862	1	1	0
2.19232220921	2.09991239766	1.94744363357	2.3803107757	2.25778965529	1	1	0
1.53822673371	1.20574427943	1.72924606674	1.18811962144	1.80633838953	1	1	1
1.86734528097	1.63139794611	1.02066242263	1.49882617075	1.40032922319	1	1	1
1.20766624685	-0.67422105922	-2.48852351483	-4.29518447163	-6.31075318675	1	1	0
1.77346662045	-0.446703324735	-2.221548801	-4.31352233133	-6.1667086981	1	1	1
1.53694024328	1.57574418536	1.69978937536	1.83860583173	1.89794490634	1	1	1
1.68563965337	0.416089565952	-1.53363295366	-2.99613467425	-4.78265078962	1	1	1
2.96426572363	1.05005429234	0.218323668236	-1.07253550757	-1.76086797088	1	1	1
2.04428980348	0.106117586265	-2.27629738329	-4.30993231887	-6.16086302906	1	1	0
1.85724462521	0.0725606357319	-1.79586510565	-2.60808980076	-4.12429943217	1	1	0
1.69696646404	2.45668715398	1.63153412573	1.39330740313	1.35833982914	1	1	1
1.59086930277	2.38598098111	3.40411673586	4.35537037385	5.22925221505	1	1	1
2.53620854093	1.34578112393	1.04742107953	0.0958640328035	-0.458184223206	1	1	0
1.15375643457	0.817652004717	-0.56073687656	-1.11423435963	-2.15015235178	1	1	0
2.06256462751	0.762290167197	-0.644433274559	-1.38484291584	-2.83640128633	1	1	1
2.40079939785	0.548834576795	-1.16821441627	-3.03115856337	-4.65607951326	1	1	1
1.6719382599	1.42713678107	0.834072773248	1.15347379326	0.594250360126	1	1	1
1.83289677367	0.980793091628	0.288747033824	-0.743064671401	-1.82435877122	1	1	1
2.02966340765	2.46216191998	3.04970177012	3.60324053514	4.43384750526	1	1	1
1.92423534496	1.42818244428	1.00709071687	0.520179916516	0.405094004456	1	1	0
1.65216305152	0.976482111194	0.217103267305	-1.20671269089	-1.28206598458	1	1	1
2.47603043698	3.42061414602	4.28161760702	5.27927981154	6.13108689736	1	1	0
2.49198268461	2.64783164979	3.06117024089	3.42409866513	3.66076348326	1	1	0
1.32435951092	0.138858233854	-1.46666098514	-3.28479339141	-5.14546773787	1	1	1
2.20720226188	1.28360543494	0.518939347906	-0.00537414790583	-0.707694364225	1	1	1
1.61502234815	0.837534141091	0.175844284472	-0.351062639346	-1.24993837281	1	1	0
2.04921361135	0.690453049759	-1.24201445242	-2.44951499873	-4.38794578199	1	1	0
2.52264950668	2.21711336419	2.17516195259	1.81889697204	2.0307503661	1	1	0
2.2510329883	0.310611860826	-1.4597432745	-3.31644979965	-5.26903354876	1	1	0
2.10951831963	1.79930940056	1.57301833677	0.950918510131	0.735879779607	1	1	0
1.33043692067	0.641066490846	0.739495248095	0.366785026187	0.0954136824029	1	1	1
2.4321692467	1.78880871682	1.3747919696	1.29264048072	1.65695930353	1	1	0
1.38701016422	3.33468091038	4.35679080581	5.54009509096	6.68639004031	1	1	0
1.80408244071	1.36949808728	0.475120512005	0.0304335030981	-0.954943654682	1	1	0
2.02523986341	1.6485691933	0.898751327503	0.545060074683	0.0538686266827	1	1	0
1.99506751036	2.83152397975	2.128996263	2.32155970112	2.50815689934	1	1	0
1.68603239722	0.491404852377	-0.611743506815	-1.3846627261	-2.67641654363	1	1	0
1.4936142138	2.4071340448	3.0319841646	4.08204725325	4.62790259759	1	1	1
1.83437616196	-1.00572917767	-2.41054577056	-4.8082796475	-6.81745148985	1	0	0
2.29052857603	-0.406860067478	-3.0734205457	-5.90194782334	-8.68691368968	1	0	1
2.0480088478	-2.02360361769	-5.47032514223	-9.53234227278	-13.1275432118	1	0	1
1.95416144463	-1.5394803847	-4.43250440053	-7.81840930488	-10.9979478533	1	0	0
1.41537048574	-0.443673478738	-2.99083701355	-5.09526195602	-7.23400886805	1	0	1
2.00403129566	1.61134413681	1.0751915678	0.654807648543	0.566355178444	1	0	0
1.7127133018	2.00250328387	2.34129524538	2.66527011514	3.66907491388	1	0	1
2.08696780358	-0.78873124461	-3.64236095602	-6.54996937361	-9.31179811211	1	0	0
1.67750918228	1.63558193193	2.08377390826	1.77536870178	2.0457055746	1	0	1
2.06105014858	1.57402445143	1.26349338499	1.22808509064	0.0121995678683	1	0	0
1.94977232576	0.667889356904	-0.999833850399	-1.98257095483	-3.68287620733	1	0	1
1.80953364669	1.8612590592	1.45295123294	1.35690608446	1.56407670439	1	0	0
1.65005943292	1.04786428611	0.688513184391	0.259682936245	-0.410699053321	1	0	0
1.65557791743	1.5470218172	0.992492290028	0.571676574169	0.12206056003	1	0	1
1.77688057275	-0.0933218605681	-2.45441008231	-3.70480737168	-5.91528811547	1	0	0
1.51003289544	0.727295758281	-0.193714853737	-0.511289140289	-0.960998148754	1	0	0
2.50874540888	3.17827969008	4.29993388041	5.03485719455	6.43689739018	1	0	0
1.56385894777	1.02422949611	0.557247256855	-0.709252021796	-1.33144013196	1	0	0
2.11576249638	2.71007299541	2.3854842122	2.72063109918	2.62671138972	1	0	1
1.99978559598	0.354073599744	-1.28798512665	-3.79213564784	-5.44729190594	1	0	0
1.97608797843	0.602562913905	-0.732304858655	-2.59101451595	-4.36184930404	1	0	0
1.85358180421	3.64427282197	5.08236291947	6.84201862033	8.50504927715	1	0	1
1.72858692296	0.508021266543	-1.75332618676	-3.89531225082	-5.13949767869	1	0	0
2.28569599376	1.65973157733	1.16414929123	0.78041863561	-0.106072121473	1	0	1
1.92995172382	1.74984937961	1.02747270516	-0.225143308282	-0.148837690403	1	0	0
1.98480731885	1.2608572762	0.675851486789	0.204895576015	-0.108258907419	1	0	0
2.71576386851	1.64572370312	0.885102181351	0.182356244056	-0.722060675636	1	0	0
1.84649601019	1.33607154469	1.13553477708	0.371639817328	0.198918622779	1	0	1
1.96576344733	2.08156624557	2.30434184942	2.44913258768	2.10157191717	1	0	0
2.310486217	2.69952874408	4.25562509901	4.67315089791	5.54858467589	1	0	0
2.11652465252	1.09502861905	0.887443364339	0.502312983102	-0.341848240003	1	0	0
2.6961344491	-0.806015488892	-3.82588974017	-6.72785548635	-9.83796713725	1	0	1
2.09138268336	1.21711676322	0.0995010954587	-0.266512038374	-1.38021901934	1	0	1
2.12430158147	-0.204720571762	-2.97417654868	-4.67173470766	-7.0552511207	1	0	0
1.60891730491	1.06978798468	0.324282264064	-0.144891765611	-1.0087593592	1	0	1
